Date,Outcomes,Predominant function of establishment,Establishment,Adjudicator,Sex,Age group,Ethnicity,Religion,Offence,,Count
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,18 - 20,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,18 - 20,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,18 - 20,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,18 - 20,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,18 - 20,e White,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,18 - 20,e White,b Muslim,Violence,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,18 - 20,e White,i No religion,Disobedience/disrespect,,2
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,18 - 20,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,18 - 20,e White,i No religion,Other offences,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,18 - 20,e White,i No religion,Unauthorised transactions,,2
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,18 - 20,e White,i No religion,Violence,,2
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,21 - 24,c Mixed/ Multiple ethnic groups,a Christian,Other offences,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,21 - 24,e White,a Christian,Unauthorised transactions,,2
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,21 - 24,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,21 - 24,e White,a Christian,Wilful Damage,,2
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,21 - 24,e White,i No religion,Other offences,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,21 - 24,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,25 - 29,e White,a Christian,Wilful Damage,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,25 - 29,e White,i No religion,Wilful Damage,,1
Q1,Dismissed,Category C,Swinfen Hall,Independent adjudicator,M,21 - 24,e White,i No religion,Violence,,1
Q1,Dismissed,Category C,The Verne,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,g Other religious groups,Disobedience/disrespect,,1
Q1,Dismissed,Category C,The Verne,Governor,M,30 - 39,e White,g Other religious groups,Wilful Damage,,1
Q1,Dismissed,Category C,The Verne,Governor,M,60 - 69,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,The Verne,Governor,M,70 and over,e White,i No religion,Violence,,1
Q1,Dismissed,Category C,The Verne,Independent adjudicator,M,60 - 69,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Usk,Governor,M,40 - 49,e White,g Other religious groups,Unauthorised transactions,,2
Q1,Dismissed,Category C,Warren Hill,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Warren Hill,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Warren Hill,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,,2
Q1,Dismissed,Category C,Warren Hill,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Warren Hill,Governor,M,30 - 39,e White,g Other religious groups,Unauthorised transactions,,1
Q1,Dismissed,Category C,Warren Hill,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Warren Hill,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,,2
Q1,Dismissed,Category C,Warren Hill,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Warren Hill,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Warren Hill,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,3
Q1,Dismissed,Category C,Warren Hill,Governor,M,40 - 49,e White,g Other religious groups,Unauthorised transactions,,1
Q1,Dismissed,Category C,Warren Hill,Governor,M,50 - 59,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,,2
Q1,Dismissed,Category C,Warren Hill,Governor,M,50 - 59,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Warren Hill,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,,3
Q1,Dismissed,Category C,Warren Hill,Governor,M,50 - 59,e White,i No religion,Unauthorised transactions,,2
Q1,Dismissed,Category C,Warren Hill,Governor,M,60 - 69,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Warren Hill,Governor,M,60 - 69,e White,g Other religious groups,Unauthorised transactions,,1
Q1,Dismissed,Category C,Wayland,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,2
Q1,Dismissed,Category C,Wayland,Governor,M,21 - 24,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Wayland,Governor,M,21 - 24,e White,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Wayland,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Unauthorised transactions,,2
Q1,Dismissed,Category C,Wayland,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,g Other religious groups,Violence,,1
Q1,Dismissed,Category C,Wayland,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wayland,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Wayland,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Wayland,Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Wayland,Governor,M,25 - 29,e White,i No religion,Violence,,2
Q1,Dismissed,Category C,Wayland,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Violence,,1
Q1,Dismissed,Category C,Wayland,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,2
Q1,Dismissed,Category C,Wayland,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,,4
Q1,Dismissed,Category C,Wayland,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wayland,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,6
Q1,Dismissed,Category C,Wayland,Governor,M,30 - 39,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Wayland,Governor,M,30 - 39,e White,b Muslim,Violence,,1
Q1,Dismissed,Category C,Wayland,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,,4
Q1,Dismissed,Category C,Wayland,Governor,M,30 - 39,e White,i No religion,Violence,,1
Q1,Dismissed,Category C,Wayland,Governor,M,30 - 39,f Not known,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wayland,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,a Christian,Other offences,,1
Q1,Dismissed,Category C,Wayland,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wayland,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,4
Q1,Dismissed,Category C,Wayland,Governor,M,40 - 49,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Wayland,Governor,M,40 - 49,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Wayland,Governor,M,40 - 49,e White,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Wayland,Governor,M,40 - 49,e White,f Jewish,Unauthorised transactions,,1
Q1,Dismissed,Category C,Wayland,Governor,M,40 - 49,e White,i No religion,Unauthorised transactions,,2
Q1,Dismissed,Category C,Wayland,Governor,M,40 - 49,e White,i No religion,Violence,,1
Q1,Dismissed,Category C,Wayland,Governor,M,40 - 49,f Not known,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wayland,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Violence,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,21 - 24,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,21 - 24,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,21 - 24,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,21 - 24,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,21 - 24,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,21 - 24,e White,a Christian,Wilful Damage,,3
Q1,Dismissed,Category C,Wealstun,Governor,M,21 - 24,e White,b Muslim,Unauthorised transactions,,2
Q1,Dismissed,Category C,Wealstun,Governor,M,21 - 24,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,21 - 24,e White,i No religion,Violence,,2
Q1,Dismissed,Category C,Wealstun,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Violence,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,25 - 29,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,25 - 29,e White,a Christian,Wilful Damage,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,25 - 29,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,25 - 29,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,,5
Q1,Dismissed,Category C,Wealstun,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Unauthorised transactions,,2
Q1,Dismissed,Category C,Wealstun,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,30 - 39,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,30 - 39,e White,a Christian,Wilful Damage,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,30 - 39,e White,b Muslim,Violence,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,,6
Q1,Dismissed,Category C,Wealstun,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,40 - 49,e White,a Christian,Other offences,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,,2
Q1,Dismissed,Category C,Wealstun,Governor,M,40 - 49,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,40 - 49,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,40 - 49,f Not known,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Wealstun,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Wealstun,Independent adjudicator,M,21 - 24,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wealstun,Missing,M,25 - 29,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Whatton,Governor,M,21 - 24,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Whatton,Governor,M,21 - 24,e White,a Christian,Unauthorised transactions,,3
Q1,Dismissed,Category C,Whatton,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Whatton,Governor,M,25 - 29,d Other ethnic group,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Whatton,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Whatton,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Whatton,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Whatton,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,4
Q1,Dismissed,Category C,Whatton,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Whatton,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Whatton,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,3
Q1,Dismissed,Category C,Whatton,Governor,M,30 - 39,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Whatton,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Whatton,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Whatton,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Whatton,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,,5
Q1,Dismissed,Category C,Whatton,Governor,M,30 - 39,e White,i No religion,Wilful Damage,,1
Q1,Dismissed,Category C,Whatton,Governor,M,40 - 49,a Asian or Asian British,b Muslim,Unauthorised transactions,,2
Q1,Dismissed,Category C,Whatton,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Whatton,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,,2
Q1,Dismissed,Category C,Whatton,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,i No religion,Violence,,1
Q1,Dismissed,Category C,Whatton,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Whatton,Governor,M,40 - 49,e White,a Christian,Other offences,,1
Q1,Dismissed,Category C,Whatton,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,2
Q1,Dismissed,Category C,Whatton,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Whatton,Governor,M,40 - 49,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Whatton,Governor,M,40 - 49,e White,i No religion,Unauthorised transactions,,3
Q1,Dismissed,Category C,Whatton,Governor,M,40 - 49,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Whatton,Governor,M,40 - 49,e White,i No religion,Violence,,2
Q1,Dismissed,Category C,Whatton,Governor,M,50 - 59,c Mixed/ Multiple ethnic groups,d Sikh,Unauthorised transactions,,1
Q1,Dismissed,Category C,Whatton,Governor,M,50 - 59,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Whatton,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Whatton,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,,2
Q1,Dismissed,Category C,Whatton,Governor,M,50 - 59,e White,g Other religious groups,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Whatton,Governor,M,50 - 59,e White,g Other religious groups,Unauthorised transactions,,3
Q1,Dismissed,Category C,Whatton,Governor,M,50 - 59,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Whatton,Governor,M,60 - 69,b Black/ African/ Caribbean/ Black British,g Other religious groups,Unauthorised transactions,,1
Q1,Dismissed,Category C,Whatton,Governor,M,60 - 69,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Whatton,Governor,M,60 - 69,e White,g Other religious groups,Unauthorised transactions,,1
Q1,Dismissed,Category C,Whatton,Governor,M,60 - 69,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Whatton,Governor,M,60 - 69,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Whatton,Missing,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wymott,Governor,M,21 - 24,e White,a Christian,Violence,,2
Q1,Dismissed,Category C,Wymott,Governor,M,21 - 24,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wymott,Governor,M,21 - 24,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Wymott,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,b Muslim,Other offences,,1
Q1,Dismissed,Category C,Wymott,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,,3
Q1,Dismissed,Category C,Wymott,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,,5
Q1,Dismissed,Category C,Wymott,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wymott,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,,3
Q1,Dismissed,Category C,Wymott,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,,5
Q1,Dismissed,Category C,Wymott,Governor,M,25 - 29,e White,a Christian,Violence,,3
Q1,Dismissed,Category C,Wymott,Governor,M,25 - 29,e White,a Christian,Wilful Damage,,2
Q1,Dismissed,Category C,Wymott,Governor,M,25 - 29,e White,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Wymott,Governor,M,25 - 29,e White,g Other religious groups,Violence,,1
Q1,Dismissed,Category C,Wymott,Governor,M,25 - 29,e White,i No religion,Disobedience/disrespect,,3
Q1,Dismissed,Category C,Wymott,Governor,M,25 - 29,e White,i No religion,Disobedience/disrespect,,2
